Age,Income,Home_Status,Employment_Length,Loan_Intent,Loan_Grade,Loan_Amount,Interest_Rate,Loan_Status,Loan_Income_Percent,Historical_Default,Credit_History
35,54000,RENT,,PERSONAL,A,10000,5.42,0,0.19,N,10
22,23000,RENT,4.0,MEDICAL,A,3000,5.79,0,0.13,N,2
26,148000,RENT,1.0,DEBTCONSOLIDATION,E,20000,17.99,1,0.14,N,3
23,18600,RENT,2.0,DEBTCONSOLIDATION,B,1700,9.99,0,0.09,N,3
25,42504,RENT,0.0,MEDICAL,B,12600,11.26,0,0.3,N,3
29,48000,OWN,3.0,PERSONAL,C,9600,12.23,0,0.2,Y,8
21,44964,RENT,2.0,EDUCATION,D,24000,16.29,1,0.53,Y,2
27,55812,RENT,3.0,DEBTCONSOLIDATION,A,10000,6.54,0,0.18,N,10
30,95000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,21000,11.99,0,0.22,N,5
28,72000,RENT,3.0,MEDICAL,C,12000,14.27,0,0.17,Y,6
24,33000,RENT,2.0,DEBTCONSOLIDATION,A,13300,7.66,1,0.4,N,4
26,120000,MORTGAGE,8.0,EDUCATION,B,25000,9.76,0,0.21,N,3
30,180000,MORTGAGE,0.0,EDUCATION,A,6000,6.62,0,0.03,N,8
37,100000,MORTGAGE,0.0,VENTURE,C,9600,13.22,0,0.1,Y,17
31,44960,MORTGAGE,0.0,DEBTCONSOLIDATION,B,5000,10.95,1,0.11,N,10
22,57800,RENT,6.0,DEBTCONSOLIDATION,C,11200,13.16,1,0.19,N,3
25,52000,RENT,0.0,HOMEIMPROVEMENT,A,3625,6.54,0,0.07,N,3
25,46350,MORTGAGE,0.0,VENTURE,B,9750,10.0,0,0.21,N,3
29,60000,RENT,6.0,MEDICAL,A,4200,8.63,0,0.07,N,10
30,68000,MORTGAGE,2.0,EDUCATION,C,6000,13.72,0,0.09,N,5
24,24148,RENT,1.0,EDUCATION,B,9975,11.48,1,0.41,N,4
36,25000,MORTGAGE,4.0,MEDICAL,A,11500,7.29,0,0.46,N,12
25,45000,MORTGAGE,0.0,VENTURE,B,7500,10.39,0,0.17,N,3
30,95000,MORTGAGE,6.0,PERSONAL,A,4000,5.99,0,0.04,N,7
24,69000,RENT,3.0,VENTURE,C,14000,12.61,0,0.2,Y,2
31,31800,RENT,6.0,DEBTCONSOLIDATION,D,3000,15.62,1,0.09,Y,9
22,75000,MORTGAGE,6.0,PERSONAL,D,8000,15.99,1,0.11,N,4
36,60996,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,9.63,0,0.25,N,14
23,88000,MORTGAGE,7.0,MEDICAL,C,18150,12.68,0,0.21,N,2
22,40000,RENT,0.0,VENTURE,A,6000,7.66,0,0.15,N,2
34,68000,MORTGAGE,1.0,EDUCATION,C,15000,11.78,0,0.22,N,5
45,64000,MORTGAGE,3.0,MEDICAL,A,6000,7.29,0,0.09,N,14
25,42910,RENT,3.0,EDUCATION,D,10000,18.25,0,0.23,Y,3
23,42000,RENT,0.0,VENTURE,C,5000,,1,0.12,N,3
29,32400,MORTGAGE,2.0,MEDICAL,B,10625,,0,0.33,N,5
23,60000,MORTGAGE,3.0,EDUCATION,A,20000,7.88,0,0.33,N,4
38,175000,MORTGAGE,10.0,EDUCATION,B,21000,9.99,0,0.12,N,14
31,81000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,7200,9.63,0,0.09,N,8
25,53742,MORTGAGE,9.0,HOMEIMPROVEMENT,A,10750,5.79,0,0.2,N,2
30,66000,MORTGAGE,,VENTURE,A,12000,7.51,0,0.18,N,9
23,120000,MORTGAGE,5.0,VENTURE,B,6000,9.99,0,0.05,N,3
23,24000,RENT,4.0,EDUCATION,C,12250,13.16,1,0.51,Y,4
28,30000,RENT,5.0,PERSONAL,B,2400,9.25,0,0.08,N,6
27,106000,MORTGAGE,11.0,EDUCATION,B,4000,11.71,0,0.04,N,8
27,48000,RENT,7.0,EDUCATION,A,9800,8.59,0,0.2,N,5
34,27000,RENT,3.0,VENTURE,B,2525,12.21,0,0.09,N,7
26,87360,RENT,1.0,EDUCATION,C,6800,12.99,0,0.08,N,3
27,30000,RENT,6.0,VENTURE,B,11500,10.36,1,0.38,N,7
23,43200,OWN,6.0,EDUCATION,C,2000,14.35,0,0.05,N,4
24,100000,MORTGAGE,4.0,MEDICAL,B,8000,9.99,0,0.08,N,3
22,57000,RENT,1.0,EDUCATION,C,3500,12.61,0,0.06,Y,2
31,35000,RENT,4.0,MEDICAL,C,15000,13.11,1,0.43,N,9
22,50000,RENT,4.0,EDUCATION,A,9350,7.49,0,0.19,N,3
22,56650,MORTGAGE,2.0,MEDICAL,B,6500,10.65,0,0.11,N,2
26,52000,MORTGAGE,6.0,PERSONAL,B,3300,10.99,0,0.06,N,2
23,83236,RENT,6.0,EDUCATION,A,7000,6.92,0,0.08,N,2
26,52800,RENT,2.0,VENTURE,D,10000,12.8,1,0.19,Y,3
22,57200,MORTGAGE,4.0,EDUCATION,A,7000,7.51,0,0.12,N,2
23,45000,RENT,0.0,MEDICAL,B,15000,,1,0.33,N,3
29,98000,MORTGAGE,13.0,HOMEIMPROVEMENT,B,14000,10.25,0,0.14,N,5
28,40000,RENT,1.0,MEDICAL,C,1700,,0,0.04,N,9
27,55000,RENT,11.0,EDUCATION,C,10000,14.27,0,0.18,N,7
31,106000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,15000,7.88,0,0.14,N,7
30,75000,OWN,0.0,EDUCATION,A,10000,7.88,0,0.13,N,5
26,40000,RENT,1.0,PERSONAL,B,12000,11.58,0,0.3,N,2
30,55840,RENT,6.0,MEDICAL,B,6000,10.25,0,0.11,N,5
32,26000,OWN,4.0,VENTURE,C,13750,13.11,0,0.53,Y,10
23,62000,RENT,7.0,VENTURE,D,5500,17.49,0,0.09,N,3
37,37000,MORTGAGE,7.0,EDUCATION,B,4000,10.59,0,0.11,N,12
23,44340,OWN,0.0,VENTURE,C,3000,12.98,0,0.07,Y,3
24,45000,MORTGAGE,8.0,VENTURE,A,6000,7.51,0,0.13,N,4
31,201000,MORTGAGE,3.0,PERSONAL,B,15000,11.12,0,0.07,N,5
22,40000,MORTGAGE,6.0,PERSONAL,C,10000,,0,0.25,Y,3
26,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,C,6000,13.98,1,0.11,Y,3
28,40000,RENT,0.0,EDUCATION,B,10000,12.42,0,0.25,N,5
24,25200,RENT,6.0,MEDICAL,A,6000,7.49,0,0.24,N,2
24,10800,RENT,8.0,VENTURE,A,5000,7.88,1,0.46,N,2
30,97000,MORTGAGE,9.0,PERSONAL,C,5000,13.49,0,0.05,Y,9
24,140300,MORTGAGE,6.0,MEDICAL,B,6000,11.14,0,0.04,N,3
26,38000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,,0,0.13,N,2
36,50000,RENT,5.0,EDUCATION,A,6500,,0,0.13,N,15
22,45600,MORTGAGE,5.0,VENTURE,B,9500,10.38,0,0.21,N,2
30,36000,MORTGAGE,4.0,PERSONAL,C,11500,13.57,0,0.32,N,8
31,35600,RENT,0.0,MEDICAL,C,4000,13.61,0,0.11,N,5
24,71000,MORTGAGE,8.0,EDUCATION,B,20000,11.36,0,0.28,N,2
24,160000,MORTGAGE,9.0,VENTURE,E,12000,16.77,0,0.07,N,4
27,30000,RENT,4.0,EDUCATION,B,10000,10.74,1,0.33,N,10
32,36000,RENT,5.0,DEBTCONSOLIDATION,D,1600,14.09,1,0.04,Y,9
24,86400,RENT,5.0,DEBTCONSOLIDATION,C,2800,14.65,0,0.03,Y,4
23,55000,RENT,7.0,EDUCATION,B,6000,10.99,0,0.11,N,2
21,40000,RENT,0.0,EDUCATION,A,1775,6.54,0,0.04,N,3
40,550000,MORTGAGE,5.0,MEDICAL,B,8000,10.75,0,0.01,N,14
35,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,12800,6.62,0,0.18,N,5
26,22800,RENT,4.0,DEBTCONSOLIDATION,C,5000,13.57,0,0.22,N,4
33,57000,MORTGAGE,7.0,EDUCATION,B,15000,10.39,0,0.26,N,7
28,77544,MORTGAGE,2.0,PERSONAL,E,15000,16.63,0,0.19,Y,5
44,94800,MORTGAGE,4.0,VENTURE,A,7400,7.88,0,0.08,N,16
24,85000,OWN,8.0,VENTURE,A,10000,6.62,0,0.12,N,4
29,30108,MORTGAGE,,EDUCATION,A,1400,8.9,1,0.05,N,9
25,44000,RENT,1.0,MEDICAL,D,8000,12.92,1,0.18,N,4
28,60000,MORTGAGE,8.0,MEDICAL,B,20000,11.71,0,0.33,N,5
21,24000,RENT,2.0,MEDICAL,D,4000,14.84,1,0.17,Y,2
38,200000,MORTGAGE,2.0,PERSONAL,A,25000,7.9,0,0.13,N,13
34,80000,RENT,4.0,EDUCATION,A,5000,6.17,0,0.06,N,8
56,90000,MORTGAGE,0.0,PERSONAL,A,7200,6.17,0,0.08,N,19
23,32800,OWN,3.0,VENTURE,A,8000,7.29,0,0.24,N,3
26,61000,MORTGAGE,10.0,PERSONAL,B,12000,10.99,0,0.2,N,3
22,43000,RENT,6.0,EDUCATION,C,13000,12.87,0,0.3,Y,4
29,44000,RENT,4.0,DEBTCONSOLIDATION,C,12000,15.96,1,0.27,Y,7
23,31000,RENT,7.0,HOMEIMPROVEMENT,B,7000,,1,0.23,N,3
22,80000,RENT,5.0,DEBTCONSOLIDATION,B,3600,12.69,0,0.04,N,3
30,62400,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,6.03,0,0.1,N,10
31,53088,RENT,0.0,PERSONAL,A,6000,6.54,0,0.11,N,9
29,38600,OWN,9.0,VENTURE,C,1600,12.84,0,0.04,Y,7
26,32000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.49,0,0.16,N,2
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2
30,46000,OWN,10.0,HOMEIMPROVEMENT,C,11200,14.27,0,0.24,Y,10
23,30000,RENT,3.0,MEDICAL,D,3000,15.2,1,0.1,Y,2
34,35665,RENT,2.0,PERSONAL,B,10000,10.08,0,0.28,N,6
24,57000,OWN,8.0,EDUCATION,A,9000,8.0,0,0.16,N,4
38,62691,OWN,17.0,VENTURE,C,6000,13.49,0,0.1,Y,13
37,78000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,12000,9.83,0,0.15,N,11
34,65000,RENT,3.0,HOMEIMPROVEMENT,A,20000,6.54,1,0.31,N,5
33,110000,MORTGAGE,2.0,MEDICAL,A,5000,7.51,0,0.05,N,7
21,57192,MORTGAGE,0.0,MEDICAL,A,8000,7.49,0,0.14,N,3
25,57200,MORTGAGE,1.0,EDUCATION,A,2400,7.49,0,0.04,N,2
29,112260,RENT,5.0,EDUCATION,D,30000,17.49,0,0.27,N,10
38,51504,RENT,3.0,VENTURE,C,10500,12.53,0,0.2,N,17
31,41000,RENT,1.0,MEDICAL,B,4000,10.0,0,0.1,N,10
22,46000,RENT,3.0,PERSONAL,B,12000,11.71,0,0.26,N,4
24,41004,RENT,2.0,DEBTCONSOLIDATION,B,10000,11.14,0,0.24,N,2
21,35100,RENT,1.0,EDUCATION,A,3500,5.79,0,0.1,N,2
23,39600,RENT,4.0,MEDICAL,D,5000,14.84,1,0.13,Y,2
66,40000,RENT,2.0,EDUCATION,E,7000,15.68,1,0.17,Y,29
32,119004,RENT,0.0,HOMEIMPROVEMENT,A,2500,,0,0.02,N,10
26,68000,RENT,3.0,EDUCATION,D,10000,15.05,0,0.15,N,4
39,76644,RENT,2.0,VENTURE,A,6400,,0,0.08,N,15
24,73000,MORTGAGE,8.0,HOMEIMPROVEMENT,C,9325,12.53,1,0.13,N,2
41,62500,RENT,4.0,EDUCATION,B,14000,10.25,0,0.22,N,16
23,29000,RENT,1.0,MEDICAL,F,5000,,1,0.17,Y,3
34,73000,RENT,0.0,PERSONAL,B,10000,11.11,0,0.14,N,10
36,77000,MORTGAGE,2.0,EDUCATION,E,10000,16.35,0,0.13,Y,13
39,101000,MORTGAGE,17.0,EDUCATION,C,2500,13.47,0,0.02,Y,17
24,59000,OWN,2.0,MEDICAL,E,12000,17.74,1,0.2,Y,2
36,145000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,5000,9.62,0,0.03,N,12
22,42000,RENT,4.0,VENTURE,D,4000,14.09,0,0.1,N,4
24,47000,RENT,8.0,VENTURE,A,7000,6.62,0,0.15,N,3
34,65000,RENT,0.0,EDUCATION,A,17900,7.9,0,0.28,N,8
23,33359,RENT,2.0,EDUCATION,A,9000,,1,0.27,N,4
25,52000,RENT,1.0,VENTURE,A,10000,5.79,0,0.19,N,3
28,21000,RENT,6.0,DEBTCONSOLIDATION,A,6250,7.9,0,0.3,N,8
23,103000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,16750,,1,0.16,N,2
23,30000,OWN,1.0,PERSONAL,A,5000,6.62,0,0.17,N,2
26,52000,RENT,11.0,EDUCATION,A,7000,7.88,0,0.13,N,3
25,140000,MORTGAGE,10.0,MEDICAL,B,22000,8.88,0,0.16,N,3
23,80000,MORTGAGE,7.0,VENTURE,A,4800,7.29,0,0.06,N,4
23,48000,RENT,6.0,VENTURE,D,10000,15.62,0,0.21,Y,2
25,125000,RENT,9.0,EDUCATION,C,21000,12.99,0,0.17,Y,3
22,41604,OWN,1.0,PERSONAL,B,14400,,0,0.35,N,4
22,69383,MORTGAGE,6.0,PERSONAL,C,8500,,0,0.12,Y,3
34,58000,RENT,11.0,PERSONAL,B,10000,10.65,0,0.17,N,9
25,121000,MORTGAGE,1.0,EDUCATION,B,3600,11.83,0,0.03,N,3
22,74000,MORTGAGE,6.0,MEDICAL,A,2500,6.62,0,0.03,N,3
36,69996,RENT,6.0,VENTURE,B,20400,10.37,0,0.29,N,14
27,32304,MORTGAGE,6.0,HOMEIMPROVEMENT,A,1200,6.76,1,0.04,N,9
29,84000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,8000,14.96,1,0.1,N,5
25,37980,MORTGAGE,7.0,PERSONAL,A,3500,6.03,0,0.09,N,3
48,60000,MORTGAGE,8.0,MEDICAL,B,8000,10.37,0,0.13,N,17
27,62000,RENT,7.0,HOMEIMPROVEMENT,A,5000,,0,0.08,N,5
27,90000,RENT,3.0,DEBTCONSOLIDATION,A,10000,7.66,0,0.11,N,7
33,82404,OWN,8.0,EDUCATION,D,14400,16.0,0,0.17,Y,7
39,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12800,6.62,0,0.21,N,14
26,200100,MORTGAGE,10.0,PERSONAL,B,30000,11.71,0,0.15,N,4
32,225000,MORTGAGE,4.0,PERSONAL,C,20000,13.92,0,0.09,N,10
27,72000,MORTGAGE,5.0,MEDICAL,A,11500,6.91,0,0.16,N,10
22,11000,RENT,3.0,HOMEIMPROVEMENT,B,3800,8.88,1,0.35,N,4
24,49278,RENT,4.0,VENTURE,C,11000,13.22,0,0.22,N,2
31,59534,RENT,5.0,PERSONAL,D,15000,15.21,0,0.25,Y,10
32,70000,RENT,2.0,MEDICAL,C,15000,14.27,0,0.21,Y,5
46,57359,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9000,6.92,0,0.16,N,14
25,180488,MORTGAGE,9.0,HOMEIMPROVEMENT,C,24000,12.87,0,0.13,N,2
22,35000,RENT,1.0,EDUCATION,C,2400,,0,0.07,Y,2
25,80000,MORTGAGE,9.0,VENTURE,A,12000,7.88,0,0.15,N,3
30,200000,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.05,N,9
24,33390,MORTGAGE,4.0,HOMEIMPROVEMENT,A,10000,,0,0.3,N,4
22,44400,RENT,4.0,DEBTCONSOLIDATION,A,7500,8.49,1,0.17,N,4
33,320000,MORTGAGE,2.0,VENTURE,A,14000,7.91,0,0.04,N,5
31,42000,RENT,6.0,EDUCATION,D,1200,16.29,0,0.03,Y,5
25,62000,MORTGAGE,7.0,VENTURE,A,12000,5.42,0,0.19,N,2
24,115500,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10000,7.75,0,0.09,N,4
23,60000,RENT,2.0,DEBTCONSOLIDATION,A,5000,,0,0.08,N,3
36,80000,MORTGAGE,0.0,EDUCATION,B,15000,10.71,0,0.19,N,14
26,125000,MORTGAGE,4.0,PERSONAL,C,14800,,0,0.12,Y,3
33,79112,MORTGAGE,17.0,VENTURE,B,4000,10.36,0,0.05,N,6
21,30000,RENT,1.0,MEDICAL,B,10000,11.14,1,0.33,N,2
22,74000,MORTGAGE,4.0,PERSONAL,D,15000,15.05,1,0.2,N,3
37,65000,RENT,2.0,EDUCATION,C,13000,12.99,0,0.2,Y,12
29,66500,OWN,4.0,VENTURE,A,12000,6.99,0,0.18,N,8
23,113200,MORTGAGE,3.0,EDUCATION,B,24250,10.62,0,0.21,N,3
27,60000,RENT,7.0,VENTURE,B,9600,10.65,0,0.16,N,7
25,50000,RENT,2.0,PERSONAL,A,7200,8.49,0,0.14,N,2
22,55000,OWN,4.0,PERSONAL,A,2000,7.4,0,0.04,N,3
32,120000,MORTGAGE,7.0,PERSONAL,D,28250,16.77,0,0.24,Y,9
24,93600,MORTGAGE,,MEDICAL,A,3600,5.42,0,0.04,N,2
26,79200,MORTGAGE,8.0,MEDICAL,A,6075,6.03,0,0.08,N,2
27,113004,MORTGAGE,11.0,VENTURE,A,15000,8.94,0,0.13,N,8
26,46000,RENT,3.0,MEDICAL,D,11000,16.29,1,0.24,Y,3
25,42000,RENT,6.0,VENTURE,B,6850,,0,0.16,N,4
27,65000,RENT,9.0,EDUCATION,C,3500,13.49,0,0.05,N,9
30,100000,RENT,1.0,MEDICAL,B,1000,11.71,0,0.01,N,7
24,54000,RENT,6.0,DEBTCONSOLIDATION,A,5500,8.07,0,0.1,N,3
26,125000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,7400,12.53,0,0.06,N,2
28,24000,RENT,,MEDICAL,D,7950,15.99,1,0.33,N,5
24,68900,MORTGAGE,2.0,HOMEIMPROVEMENT,B,19500,11.83,0,0.28,N,2
27,40000,RENT,11.0,MEDICAL,A,20000,6.91,1,0.5,N,5
28,70000,RENT,2.0,MEDICAL,C,10000,13.48,0,0.14,Y,9
24,62000,MORTGAGE,1.0,MEDICAL,A,20000,,0,0.32,N,4
31,86500,OWN,0.0,PERSONAL,C,25000,13.57,0,0.29,Y,10
34,30000,MORTGAGE,4.0,PERSONAL,A,4300,7.9,0,0.14,N,9
23,121000,RENT,7.0,MEDICAL,B,15000,,0,0.12,N,2
32,34000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,2800,9.32,0,0.08,N,7
39,68000,RENT,1.0,EDUCATION,C,5000,13.49,0,0.07,Y,11
25,73000,RENT,9.0,PERSONAL,B,13600,11.99,0,0.19,N,2
23,66996,MORTGAGE,7.0,MEDICAL,A,10000,9.32,0,0.15,N,3
37,48000,RENT,8.0,EDUCATION,A,3000,6.99,0,0.06,N,14
27,50000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,9.88,0,0.3,N,5
28,20000,OWN,0.0,MEDICAL,E,10000,,1,0.5,N,7
22,85200,RENT,6.0,VENTURE,D,20000,15.65,1,0.23,Y,4
25,84000,MORTGAGE,9.0,VENTURE,B,5000,10.99,0,0.06,N,2
24,65000,RENT,0.0,VENTURE,B,7000,11.83,0,0.11,N,3
42,48000,OWN,0.0,EDUCATION,C,3500,14.35,0,0.07,Y,17
25,50100,RENT,1.0,PERSONAL,D,12000,14.74,1,0.24,Y,2
48,82500,RENT,4.0,HOMEIMPROVEMENT,A,18000,7.51,0,0.22,N,16
50,44000,RENT,14.0,MEDICAL,G,20000,20.4,1,0.45,N,11
23,54000,RENT,7.0,PERSONAL,C,12000,,0,0.22,Y,3
24,115000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,12000,15.05,1,0.1,N,4
30,125000,RENT,3.0,HOMEIMPROVEMENT,B,10000,10.74,0,0.08,N,6
22,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11000,8.94,0,0.22,N,4
37,35000,OWN,2.0,PERSONAL,B,13250,11.71,0,0.38,N,14
29,48000,OWN,1.0,PERSONAL,B,1850,10.74,0,0.04,N,7
27,37000,RENT,3.0,EDUCATION,C,8000,13.49,0,0.22,Y,10
21,44000,MORTGAGE,5.0,VENTURE,D,7500,12.92,1,0.17,N,4
26,150000,MORTGAGE,1.0,PERSONAL,B,6000,10.74,0,0.04,N,2
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,,1,0.41,N,4
28,15000,OWN,2.0,PERSONAL,B,4375,12.42,1,0.29,N,9
22,63000,MORTGAGE,2.0,MEDICAL,C,8400,12.73,0,0.13,Y,4
40,150000,MORTGAGE,5.0,PERSONAL,B,12000,10.37,0,0.08,N,12
25,63000,RENT,3.0,MEDICAL,B,20000,12.42,1,0.32,N,3
23,58650,RENT,7.0,MEDICAL,D,10800,16.29,1,0.16,N,3
25,115000,MORTGAGE,1.0,EDUCATION,D,20000,15.65,0,0.17,Y,2
23,44000,RENT,7.0,EDUCATION,A,16000,8.49,1,0.36,N,4
30,51600,RENT,12.0,DEBTCONSOLIDATION,B,2000,9.99,0,0.04,N,5
28,36400,OWN,3.0,PERSONAL,B,7000,11.11,0,0.19,N,9
27,40000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,8000,14.72,0,0.2,N,9
22,55000,RENT,0.0,DEBTCONSOLIDATION,D,15000,14.83,1,0.27,Y,4
27,180000,MORTGAGE,2.0,PERSONAL,C,8000,13.23,0,0.04,N,9
22,88000,MORTGAGE,6.0,PERSONAL,B,16000,11.71,0,0.18,N,3
22,22000,OWN,1.0,DEBTCONSOLIDATION,D,8500,15.05,0,0.39,N,4
25,33600,RENT,5.0,PERSONAL,A,5075,5.79,0,0.15,N,2
33,25000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,3000,12.53,0,0.12,Y,6
36,19200,OWN,0.0,HOMEIMPROVEMENT,C,4500,13.49,1,0.23,Y,14
25,35000,RENT,,MEDICAL,C,6500,12.68,0,0.19,Y,2
55,60900,MORTGAGE,5.0,PERSONAL,A,8500,6.76,0,0.14,N,20
37,63000,RENT,1.0,DEBTCONSOLIDATION,A,14900,9.63,0,0.24,N,13
33,55070,RENT,0.0,MEDICAL,A,9000,8.49,0,0.16,N,5
24,19200,MORTGAGE,,HOMEIMPROVEMENT,A,7000,5.99,1,0.36,N,4
50,41496,RENT,9.0,DEBTCONSOLIDATION,D,5000,15.31,1,0.12,Y,16
22,38004,RENT,5.0,EDUCATION,B,12000,10.75,1,0.32,N,3
26,36000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,5000,12.29,1,0.14,Y,3
22,25000,OWN,6.0,VENTURE,A,13000,7.88,0,0.52,N,3
29,174996,MORTGAGE,8.0,EDUCATION,D,25000,15.28,0,0.14,Y,10
28,86004,MORTGAGE,12.0,VENTURE,B,3000,9.99,0,0.03,N,5
25,62165,RENT,2.0,MEDICAL,D,10800,15.65,1,0.15,Y,4
29,92004,MORTGAGE,12.0,VENTURE,B,10000,9.63,0,0.11,N,6
22,30000,RENT,0.0,EDUCATION,B,5000,10.33,0,0.17,N,3
27,54400,MORTGAGE,11.0,MEDICAL,D,11000,15.33,1,0.17,Y,10
25,39000,MORTGAGE,9.0,MEDICAL,A,4500,6.54,0,0.12,N,4
40,21408,MORTGAGE,,MEDICAL,B,1500,11.12,0,0.07,N,17
22,56000,RENT,1.0,EDUCATION,A,12000,6.91,0,0.21,N,2
43,48000,MORTGAGE,2.0,VENTURE,A,10400,5.99,0,0.22,N,17
33,117000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,18000,,0,0.15,N,8
26,97000,MORTGAGE,4.0,MEDICAL,C,6000,13.61,0,0.06,N,3
39,12000,RENT,,VENTURE,B,2000,10.65,1,0.17,N,11
24,50000,MORTGAGE,3.0,VENTURE,A,15000,8.9,0,0.3,N,2
32,70000,MORTGAGE,5.0,VENTURE,A,14000,7.49,0,0.2,N,10
23,45000,MORTGAGE,1.0,EDUCATION,B,8000,10.51,0,0.18,N,4
23,30000,RENT,4.0,MEDICAL,B,8000,12.18,0,0.27,N,2
31,65200,MORTGAGE,7.0,DEBTCONSOLIDATION,A,7000,8.0,0,0.11,N,7
22,100000,MORTGAGE,6.0,EDUCATION,B,10000,10.74,0,0.1,N,3
27,57770,MORTGAGE,3.0,PERSONAL,B,9975,11.49,0,0.17,N,5
30,138000,RENT,0.0,VENTURE,A,11000,7.49,0,0.08,N,10
23,30000,RENT,0.0,HOMEIMPROVEMENT,C,10000,15.27,1,0.33,Y,4
25,28675,RENT,1.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.21,N,3
24,80000,RENT,6.0,VENTURE,A,7250,5.42,0,0.09,N,2
23,25000,MORTGAGE,4.0,MEDICAL,A,5000,9.32,0,0.2,N,2
24,12000,RENT,0.0,PERSONAL,A,3200,5.99,1,0.27,N,3
26,45900,RENT,0.0,PERSONAL,B,12000,10.39,0,0.26,N,3
29,28800,RENT,4.0,DEBTCONSOLIDATION,A,10750,7.51,1,0.37,N,10
22,67500,RENT,1.0,VENTURE,B,7500,9.76,0,0.11,N,2
35,92000,MORTGAGE,11.0,VENTURE,A,12000,6.99,0,0.13,N,8
25,50000,MORTGAGE,9.0,VENTURE,A,18650,7.9,0,0.37,N,4
29,55400,RENT,2.0,HOMEIMPROVEMENT,C,7000,10.28,0,0.13,Y,6
30,36000,RENT,0.0,MEDICAL,C,13000,13.61,1,0.36,N,8
35,40934,RENT,5.0,EDUCATION,B,20500,12.53,1,0.5,N,6
28,54000,OWN,13.0,DEBTCONSOLIDATION,E,6500,16.45,1,0.12,Y,6
24,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,12000,11.36,0,0.17,N,4
24,42000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,19200,7.9,0,0.46,N,2
21,47760,MORTGAGE,2.0,PERSONAL,A,15000,6.03,0,0.31,N,2
36,65000,MORTGAGE,3.0,EDUCATION,A,6500,5.79,0,0.1,N,12
25,130000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,35000,,0,0.27,N,3
70,30000,RENT,1.0,MEDICAL,B,5000,10.96,0,0.17,N,28
33,200000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,25000,9.76,0,0.13,N,9
30,80000,RENT,0.0,MEDICAL,A,8900,6.17,0,0.11,N,10
22,48000,RENT,1.0,EDUCATION,B,7200,9.62,0,0.15,N,3
23,24000,MORTGAGE,5.0,MEDICAL,B,1375,11.11,1,0.06,N,4
24,31200,MORTGAGE,2.0,EDUCATION,C,6700,14.26,0,0.21,Y,2
28,78000,MORTGAGE,12.0,HOMEIMPROVEMENT,B,24000,11.83,1,0.31,N,7
22,12000,OWN,6.0,DEBTCONSOLIDATION,A,4750,7.14,1,0.4,N,2
48,110000,MORTGAGE,6.0,EDUCATION,A,6000,8.94,0,0.05,N,14
25,29000,RENT,4.0,MEDICAL,D,4000,16.29,1,0.14,N,4
31,72000,RENT,6.0,DEBTCONSOLIDATION,B,21000,11.99,1,0.29,N,6
43,48000,MORTGAGE,7.0,VENTURE,A,4500,5.42,0,0.09,N,14
29,35000,RENT,1.0,MEDICAL,A,4000,5.99,0,0.11,N,6
36,35256,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5000,5.99,0,0.14,N,11
27,85000,OWN,2.0,VENTURE,C,10000,13.23,0,0.12,N,7
27,38000,MORTGAGE,11.0,DEBTCONSOLIDATION,B,5000,9.76,0,0.13,N,6
25,43000,RENT,9.0,MEDICAL,D,15000,15.57,1,0.35,N,3
31,93900,MORTGAGE,13.0,VENTURE,F,24000,16.08,1,0.26,Y,6
23,35000,MORTGAGE,6.0,EDUCATION,B,8400,12.18,0,0.24,N,3
